Timestamp,Zone,Temperature(C),Humidity(%),Pressure(hPa),Altitude(m),Light(lx),Sound(dB)
2026-08-19 17:06:42,ZONE_A,29.71,84.00,1000.06,100.04,8448.33,57.0
2026-08-19 17:06:44,ZONE_A,29.71,84.00,1000.03,100.23,8438.33,52.0
2026-08-19 17:06:46,ZONE_A,29.68,84.00,1000.02,100.33,8430.00,62.0
2026-08-19 17:06:48,ZONE_A,29.66,84.00,1000.04,100.15,8836.67,55.0
2026-08-19 17:06:50,ZONE_A,29.69,84.00,1000.01,100.45,8873.33,55.0
2026-08-19 17:06:52,ZONE_A,29.67,84.00,1000.03,100.23,8877.50,60.0
2026-08-19 17:06:54,ZONE_A,29.67,84.00,1000.08,99.83,8817.50,56.0
2026-08-19 17:06:56,ZONE_A,29.69,84.00,1000.04,100.17,8787.50,60.0
2026-08-19 17:06:58,ZONE_A,29.69,84.00,1000.03,100.26,9003.33,66.0
2026-08-19 17:07:00,ZONE_A,29.70,84.00,999.98,100.71,8917.50,59.0
2026-08-19 17:07:02,ZONE_A,29.68,84.00,1000.03,100.25,8923.33,57.0
2026-08-19 17:07:04,ZONE_A,29.62,84.00,1000.05,100.12,8699.17,54.0
2026-08-19 17:07:06,ZONE_A,29.62,84.00,1000.01,100.42,8960.83,62.0
2026-08-19 17:07:08,ZONE_A,29.65,84.00,1000.01,100.44,9145.00,54.0
2026-08-19 17:07:10,ZONE_A,29.67,84.00,1000.07,99.92,8520.00,68.0
2026-08-19 17:07:12,ZONE_A,29.64,83.00,1000.05,100.05,7850.83,41.0
2026-08-19 17:07:14,ZONE_A,29.60,83.00,1000.05,100.09,6993.33,57.0
2026-08-19 17:07:16,ZONE_A,29.59,83.00,1000.04,100.16,7587.50,70.0
2026-08-19 17:07:18,ZONE_A,29.56,83.00,1000.06,99.98,7545.83,40.0
2026-08-19 17:07:20,ZONE_A,29.55,83.00,1000.07,99.93,8285.83,74.0
2026-08-19 17:07:22,ZONE_A,29.52,83.00,1000.07,99.94,8195.00,57.0
2026-08-19 17:07:24,ZONE_A,29.48,83.00,1000.07,99.90,8648.33,66.0
2026-08-19 17:07:26,ZONE_A,29.39,83.00,1000.06,100.03,8397.50,30.0
2026-08-19 17:07:28,ZONE_A,29.36,83.00,1000.05,100.07,8117.50,43.0
2026-08-19 17:07:30,ZONE_A,29.34,83.00,1000.03,100.25,8369.17,66.0
2026-08-19 17:07:32,ZONE_A,29.32,83.00,1000.11,99.58,8615.00,71.0
2026-08-19 17:07:34,ZONE_A,29.27,83.00,1000.07,99.94,8125.83,55.0
2026-08-19 17:07:36,ZONE_A,29.26,84.00,1000.09,99.77,8481.67,58.0
2026-08-19 17:07:38,ZONE_A,29.27,84.00,1000.10,99.70,8456.67,51.0
2026-08-19 17:07:40,ZONE_A,29.30,84.00,1000.08,99.87,7935.83,58.0
2026-08-19 17:07:42,ZONE_A,29.29,84.00,1000.10,99.65,7760.00,59.0
2026-08-19 17:07:44,ZONE_A,29.31,84.00,1000.06,99.98,7655.00,72.0
2026-08-19 17:07:46,ZONE_A,29.28,85.00,1000.07,99.94,7486.67,57.0
2026-08-19 17:07:48,ZONE_A,29.29,85.00,1000.09,99.75,7426.67,59.0
2026-08-19 17:07:50,ZONE_A,29.29,85.00,1000.08,99.86,7436.67,56.0
2026-08-19 17:07:52,ZONE_A,29.27,85.00,1000.09,99.80,7925.00,56.0
2026-08-19 17:07:54,ZONE_A,29.27,85.00,1000.09,99.72,7991.67,61.0
2026-08-19 17:07:56,ZONE_A,29.29,85.00,1000.11,99.56,7366.67,67.0
2026-08-19 17:07:58,ZONE_A,29.28,85.00,1000.09,99.78,6837.50,74.0
2026-08-19 17:08:00,ZONE_A,29.28,85.00,1000.09,99.80,6734.17,50.0
2026-08-19 17:08:02,ZONE_A,29.30,85.00,1000.10,99.72,6600.00,53.0
2026-08-19 17:08:04,ZONE_A,29.30,85.00,1000.11,99.61,6277.50,38.0
2026-08-19 17:08:06,ZONE_A,29.33,85.00,1000.09,99.76,6203.33,55.0
2026-08-19 17:08:08,ZONE_A,29.35,85.00,1000.08,99.81,6218.33,53.0
2026-08-19 17:08:10,ZONE_A,29.36,85.00,1000.09,99.80,6120.83,71.0
2026-08-19 17:08:12,ZONE_A,29.40,86.00,1000.07,99.95,6065.00,55.0
2026-08-19 17:08:14,ZONE_A,29.37,86.00,1000.12,99.48,6019.17,52.0
2026-08-19 17:08:16,ZONE_A,29.34,86.00,1000.09,99.78,5914.17,49.0
2026-08-19 17:08:18,ZONE_A,29.35,86.00,1000.11,99.63,5860.00,51.0
2026-08-19 17:08:20,ZONE_A,29.35,86.00,1000.10,99.68,5980.83,47.0
2026-08-19 17:08:22,ZONE_A,29.35,86.00,1000.11,99.63,5810.83,44.0
2026-08-19 17:08:24,ZONE_A,29.37,87.00,1000.13,99.44,6220.83,60.0
2026-08-19 17:08:26,ZONE_A,29.37,87.00,1000.13,99.39,6251.67,56.0
2026-08-19 17:08:28,ZONE_A,29.38,87.00,1000.12,99.47,6166.67,57.0
2026-08-19 17:08:30,ZONE_A,29.39,87.00,1000.10,99.70,6126.67,51.0
2026-08-19 17:08:32,ZONE_A,29.41,87.00,1000.14,99.34,5977.50,58.0
2026-08-19 17:08:34,ZONE_A,29.42,87.00,1000.11,99.62,5940.00,55.0
2026-08-19 17:08:36,ZONE_A,29.42,87.00,1000.08,99.87,5783.33,53.0
2026-08-19 17:08:38,ZONE_A,29.43,87.00,1000.10,99.68,5637.50,61.0
2026-08-19 17:08:40,ZONE_A,29.44,87.00,1000.13,99.46,5510.83,47.0
2026-08-19 17:08:42,ZONE_A,29.44,87.00,1000.10,99.68,5433.33,57.0
2026-08-19 17:08:44,ZONE_A,29.45,87.00,1000.09,99.72,5368.33,55.0
2026-08-19 17:08:46,ZONE_A,29.46,87.00,1000.10,99.66,5308.33,65.0
2026-08-19 17:08:48,ZONE_A,29.47,87.00,1000.12,99.53,5220.00,59.0
2026-08-19 17:08:50,ZONE_A,29.46,87.00,1000.11,99.59,5143.33,52.0
2026-08-19 17:08:52,ZONE_A,29.45,87.00,1000.11,99.61,5086.67,59.0
2026-08-19 17:08:54,ZONE_A,29.46,87.00,1000.13,99.41,4981.67,59.0
2026-08-19 17:08:56,ZONE_A,29.47,87.00,1000.09,99.79,4957.50,57.0
2026-08-19 17:08:58,ZONE_A,29.48,87.00,1000.11,99.56,4869.17,67.0
2026-08-19 17:09:00,ZONE_A,29.48,87.00,1000.13,99.46,4797.50,47.0
2026-08-19 17:09:02,ZONE_A,29.49,87.00,1000.10,99.66,4744.17,54.0
2026-08-19 17:09:04,ZONE_A,29.49,87.00,1000.11,99.59,4695.00,45.0
2026-08-19 17:09:06,ZONE_A,29.51,87.00,1000.10,99.64,4643.33,62.0
2026-08-19 17:09:08,ZONE_A,29.50,87.00,1000.10,99.71,4585.00,57.0
2026-08-19 17:09:10,ZONE_A,29.52,88.00,1000.08,99.87,4529.17,66.0
2026-08-19 17:09:12,ZONE_A,29.54,88.00,1000.09,99.75,4470.83,62.0
2026-08-19 17:09:14,ZONE_A,29.54,88.00,1000.09,99.76,4430.83,57.0
2026-08-19 17:09:16,ZONE_A,29.56,88.00,1000.09,99.73,4390.83,54.0
2026-08-19 17:09:18,ZONE_A,29.57,88.00,1000.09,99.74,4238.33,64.0
2026-08-19 17:09:20,ZONE_A,29.57,88.00,1000.13,99.46,4315.83,59.0
2026-08-19 17:09:22,ZONE_A,29.57,88.00,1000.08,99.87,4445.00,54.0
2026-08-19 17:09:24,ZONE_A,29.56,88.00,1000.12,99.54,4970.83,59.0
2026-08-19 17:09:26,ZONE_A,29.51,88.00,1000.14,99.33,4285.00,59.0
2026-08-19 17:09:28,ZONE_A,29.46,88.00,1000.11,99.58,4525.83,69.0
2026-08-19 17:09:30,ZONE_A,29.41,88.00,1000.10,99.68,4747.50,30.0
2026-08-19 17:09:32,ZONE_A,29.39,88.00,1000.16,99.13,5125.83,52.0
2026-08-19 17:09:34,ZONE_A,29.38,88.00,1000.11,99.57,4890.00,63.0
2026-08-19 17:09:36,ZONE_A,29.37,88.00,1000.12,99.54,4715.00,56.0
2026-08-19 17:09:38,ZONE_A,29.34,88.00,1000.13,99.44,4497.50,55.0
2026-08-19 17:09:40,ZONE_A,29.31,88.00,1000.10,99.67,4420.00,54.0
2026-08-19 17:09:42,ZONE_A,29.30,88.00,1000.14,99.32,4714.17,56.0
2026-08-19 17:09:44,ZONE_A,29.29,88.00,1000.10,99.65,4665.00,48.0
2026-08-19 17:09:46,ZONE_A,29.27,88.00,1000.13,99.39,4347.50,62.0
2026-08-19 17:09:48,ZONE_A,29.30,88.00,1000.10,99.65,4124.17,58.0
2026-08-19 17:09:50,ZONE_A,29.31,88.00,1000.13,99.46,4084.17,54.0
2026-08-19 17:09:52,ZONE_A,29.34,88.00,1000.12,99.54,4036.67,59.0
2026-08-19 17:09:54,ZONE_A,29.35,87.00,1000.12,99.49,3965.83,49.0
2026-08-19 17:09:56,ZONE_A,29.35,87.00,1000.15,99.29,3919.17,63.0
2026-08-19 17:09:58,ZONE_A,29.35,87.00,1000.09,99.75,3906.67,72.0
2026-08-19 17:10:00,ZONE_A,29.36,87.00,1000.08,99.86,3605.83,59.0
2026-08-19 17:10:02,ZONE_A,29.32,87.00,1000.11,99.57,4037.50,55.0
2026-08-19 17:10:04,ZONE_A,29.32,87.00,1000.11,99.63,3641.67,56.0
2026-08-19 17:10:06,ZONE_A,29.34,87.00,1000.11,99.60,3729.17,66.0
2026-08-19 17:10:08,ZONE_A,29.36,87.00,1000.11,99.61,3693.33,53.0
2026-08-19 17:10:10,ZONE_A,29.38,87.00,1000.09,99.74,3620.00,56.0
2026-08-19 17:10:12,ZONE_A,29.40,87.00,1000.11,99.63,3621.67,53.0
2026-08-19 17:10:14,ZONE_A,29.41,87.00,1000.14,99.34,3538.33,59.0
2026-08-19 17:10:16,ZONE_A,29.42,87.00,1000.12,99.46,3545.83,57.0
2026-08-19 17:10:18,ZONE_A,29.40,87.00,1000.11,99.56,3621.67,54.0
2026-08-19 17:10:20,ZONE_A,29.37,87.00,1000.12,99.52,3700.83,59.0
2026-08-19 17:10:22,ZONE_A,29.37,87.00,1000.12,99.54,3755.83,51.0
2026-08-19 17:10:24,ZONE_A,29.36,87.00,1000.11,99.67,3712.50,61.0
2026-08-19 17:10:26,ZONE_A,29.33,87.00,1000.12,99.52,3710.83,62.0
2026-08-19 17:10:28,ZONE_A,29.32,87.00,1000.14,99.35,3712.50,59.0
2026-08-19 17:10:30,ZONE_A,29.34,87.00,1000.10,99.69,3769.17,62.0
2026-08-19 17:10:32,ZONE_A,29.33,88.00,1000.11,99.56,3785.00,59.0
2026-08-19 17:10:34,ZONE_A,29.30,88.00,1000.13,99.44,3805.00,51.0
2026-08-19 17:10:36,ZONE_A,29.33,88.00,1000.14,99.31,3961.67,55.0
2026-08-19 17:10:38,ZONE_A,29.32,88.00,1000.12,99.47,3880.00,53.0
2026-08-19 17:10:40,ZONE_A,29.33,88.00,1000.12,99.47,3854.17,58.0
2026-08-19 17:10:42,ZONE_A,29.34,88.00,1000.13,99.39,3980.00,56.0
2026-08-19 17:10:44,ZONE_A,29.34,88.00,1000.14,99.32,4020.83,60.0
2026-08-19 17:10:46,ZONE_A,29.33,88.00,1000.14,99.32,3856.67,51.0
2026-08-19 17:10:48,ZONE_A,29.31,88.00,1000.10,99.69,3945.83,64.0
2026-08-19 17:10:50,ZONE_A,29.32,88.00,1000.10,99.51,3943.33,59.0
2026-08-19 17:10:52,ZONE_A,29.32,88.00,1000.12,99.52,3911.67,58.0
2026-08-19 17:10:54,ZONE_A,29.31,88.00,1000.12,99.52,3950.83,50.0
2026-08-19 17:10:56,ZONE_A,29.32,88.00,1000.10,99.67,4003.33,63.0
2026-08-19 17:10:58,ZONE_A,29.32,88.00,1000.08,99.81,4039.17,59.0
2026-08-19 17:11:00,ZONE_A,29.36,88.00,1000.11,99.60,4089.17,62.0
2026-08-19 17:11:02,ZONE_A,29.38,88.00,1000.11,99.59,4115.83,64.0
2026-08-19 17:11:04,ZONE_A,29.37,88.00,1000.12,99.49,4168.33,69.0
2026-08-19 17:11:06,ZONE_A,29.40,88.00,1000.11,99.58,4200.00,55.0
2026-08-19 17:11:08,ZONE_A,29.39,88.00,1000.10,99.67,4175.83,52.0
2026-08-19 17:11:10,ZONE_A,29.35,88.00,1000.11,99.62,4028.33,58.0
2026-08-19 17:11:12,ZONE_A,29.32,88.00,1000.11,99.58,4060.00,54.0
2026-08-19 17:11:14,ZONE_A,29.29,88.00,1000.12,99.50,4174.17,55.0
2026-08-19 17:11:16,ZONE_A,29.30,88.00,1000.11,99.57,4116.67,46.0
2026-08-19 17:11:18,ZONE_A,29.32,88.00,1000.14,99.33,4085.00,44.0
2026-08-19 17:11:20,ZONE_A,29.31,88.00,1000.15,99.28,4205.83,56.0
2026-08-19 17:11:22,ZONE_A,29.33,88.00,1000.14,99.32,4085.83,55.0
2026-08-19 17:11:24,ZONE_A,29.30,88.00,1000.13,99.46,4305.00,61.0
2026-08-19 17:11:26,ZONE_A,29.31,88.00,1000.17,99.10,4479.17,59.0
2026-08-19 17:11:28,ZONE_A,29.31,89.00,1000.17,99.07,4463.33,54.0
2026-08-19 17:11:30,ZONE_A,29.33,89.00,1000.15,99.27,4522.50,59.0
2026-08-19 17:11:32,ZONE_A,29.34,89.00,1000.14,99.36,4692.50,49.0
2026-08-19 17:11:34,ZONE_A,29.34,89.00,1000.10,99.64,4765.00,61.0
2026-08-19 17:11:36,ZONE_A,29.37,89.00,1000.16,99.20,4826.67,56.0
2026-08-19 17:11:38,ZONE_A,29.39,89.00,1000.14,99.35,4884.17,55.0
2026-08-19 17:11:40,ZONE_A,29.40,89.00,1000.15,99.25,4956.67,57.0
2026-08-19 17:11:42,ZONE_A,29.42,89.00,1000.15,99.23,5017.50,54.0
2026-08-19 17:11:44,ZONE_A,29.43,89.00,1000.14,99.30,5075.83,58.0
2026-08-19 17:11:46,ZONE_A,29.46,89.00,1000.14,99.31,5129.17,63.0
2026-08-19 17:11:48,ZONE_A,29.49,89.00,1000.17,99.08,5198.33,63.0
2026-08-19 17:11:50,ZONE_A,29.50,89.00,1000.17,99.12,5250.83,57.0
2026-08-19 17:11:52,ZONE_A,29.52,89.00,1000.16,99.14,5327.50,54.0
2026-08-19 17:11:54,ZONE_A,29.53,89.00,1000.14,99.34,5390.83,59.0
2026-08-19 17:11:56,ZONE_A,29.56,89.00,1000.14,99.30,5444.17,52.0
2026-08-19 17:11:58,ZONE_A,29.58,89.00,1000.14,99.35,5122.50,54.0
2026-08-19 17:12:00,ZONE_A,29.59,89.00,1000.15,99.21,5305.83,58.0
2026-08-19 17:12:02,ZONE_A,29.58,89.00,1000.17,99.08,5470.00,54.0
2026-08-19 17:12:04,ZONE_A,29.60,89.00,1000.14,99.30,5598.33,54.0
2026-08-19 17:12:06,ZONE_A,29.61,89.00,1000.19,98.96,5629.17,66.0
2026-08-19 17:12:08,ZONE_A,29.59,89.00,1000.14,99.31,5664.17,52.0
2026-08-19 17:12:10,ZONE_A,29.60,89.00,1000.13,99.42,5766.67,54.0
2026-08-19 17:12:12,ZONE_A,29.61,89.00,1000.13,99.39,5910.00,60.0
2026-08-19 17:12:14,ZONE_A,29.63,89.00,1000.17,99.11,6002.50,63.0
2026-08-19 17:12:16,ZONE_A,29.65,89.00,1000.15,99.22,5790.83,57.0
2026-08-19 17:12:18,ZONE_A,29.66,89.00,1000.17,99.12,6143.33,47.0
2026-08-19 17:12:20,ZONE_A,29.65,89.00,1000.17,99.05,6096.67,59.0
2026-08-19 17:12:22,ZONE_A,29.66,89.00,1000.17,99.10,5687.50,59.0
2026-08-19 17:12:24,ZONE_A,29.66,89.00,1000.14,99.30,5693.33,58.0
2026-08-19 17:12:26,ZONE_A,29.64,89.00,1000.14,99.35,5777.50,60.0
2026-08-19 17:12:28,ZONE_A,29.61,89.00,1000.14,99.30,5832.50,62.0
2026-08-19 17:12:30,ZONE_A,29.59,89.00,1000.15,99.22,5786.67,51.0
2026-08-19 17:12:32,ZONE_A,29.59,89.00,1000.18,99.02,5685.00,59.0
2026-08-19 17:12:34,ZONE_A,29.61,89.00,1000.17,99.06,5698.33,57.0
2026-08-19 17:12:36,ZONE_A,29.62,89.00,1000.19,98.96,5747.50,62.0
2026-08-19 17:12:38,ZONE_A,29.63,89.00,1000.21,98.73,5796.67,62.0
2026-08-19 17:12:40,ZONE_A,29.58,89.00,1000.15,99.25,5808.33,47.0
2026-08-19 17:12:42,ZONE_A,29.53,89.00,1000.16,99.14,5833.33,62.0
2026-08-19 17:12:44,ZONE_A,29.49,89.00,1000.13,99.38,5935.83,57.0
2026-08-19 17:12:46,ZONE_A,29.49,88.00,1000.15,99.24,6000.83,59.0
2026-08-19 17:12:48,ZONE_A,29.45,88.00,1000.16,99.17,6127.50,53.0
2026-08-19 17:12:50,ZONE_A,29.40,88.00,1000.12,99.54,6186.67,63.0
2026-08-19 17:12:52,ZONE_A,29.39,88.00,1000.12,99.51,6121.67,57.0
2026-08-19 17:12:54,ZONE_A,29.38,88.00,1000.13,99.41,6282.50,54.0
2026-08-19 17:12:56,ZONE_A,29.31,88.00,1000.20,98.87,6148.33,44.0
2026-08-19 17:12:58,ZONE_A,29.26,88.00,1000.18,98.99,6200.00,67.0
2026-08-19 17:13:00,ZONE_A,29.23,88.00,1000.19,98.89,6315.00,61.0
2026-08-19 17:13:02,ZONE_A,29.17,88.00,1000.19,98.91,6545.83,59.0
2026-08-19 17:13:04,ZONE_A,29.14,88.00,1000.19,98.91,6700.83,62.0
2026-08-19 17:13:06,ZONE_A,29.14,88.00,1000.19,98.94,6797.50,62.0
2026-08-19 17:13:08,ZONE_A,29.14,88.00,1000.19,99.01,6835.00,53.0
2026-08-19 17:13:10,ZONE_A,29.17,88.00,1000.16,99.14,6865.00,53.0
2026-08-19 17:13:12,ZONE_A,29.19,88.00,1000.17,99.06,6939.17,56.0
2026-08-19 17:13:14,ZONE_A,29.23,88.00,1000.17,99.08,7050.83,56.0
2026-08-19 17:13:16,ZONE_A,29.26,88.00,1000.17,99.12,7169.17,60.0
2026-08-19 17:13:18,ZONE_A,29.27,88.00,1000.18,99.02,7075.00,48.0
2026-08-19 17:13:20,ZONE_A,29.25,88.00,1000.11,99.56,7228.33,59.0
2026-08-19 17:13:22,ZONE_A,29.29,88.00,1000.17,99.12,7306.67,54.0
2026-08-19 17:13:24,ZONE_A,29.33,88.00,1000.19,98.89,6865.83,57.0
2026-08-19 17:13:26,ZONE_A,29.30,88.00,1000.17,99.09,7584.17,56.0
2026-08-19 17:13:28,ZONE_A,29.33,88.00,1000.18,99.01,7469.17,52.0
2026-08-19 17:13:30,ZONE_A,29.36,88.00,1000.14,99.37,7676.67,52.0
2026-08-19 17:13:32,ZONE_A,29.39,88.00,1000.14,99.30,7890.83,63.0
2026-08-19 17:13:34,ZONE_A,29.35,88.00,1000.17,99.05,7794.17,66.0
2026-08-19 17:13:36,ZONE_A,29.36,88.00,1000.16,99.13,8080.00,66.0
2026-08-19 17:13:38,ZONE_A,29.38,88.00,1000.15,99.26,8274.17,52.0
2026-08-19 17:13:40,ZONE_A,29.40,88.00,1000.14,99.31,8528.33,56.0
2026-08-19 17:13:42,ZONE_A,29.35,88.00,1000.20,98.86,8722.50,59.0
2026-08-19 17:13:44,ZONE_A,29.34,88.00,1000.15,99.23,9025.83,55.0
2026-08-19 17:13:46,ZONE_A,29.38,88.00,1000.20,98.85,9219.17,61.0
2026-08-19 17:13:48,ZONE_A,29.38,88.00,1000.19,98.95,9284.17,58.0
2026-08-19 17:13:50,ZONE_A,29.35,88.00,1000.19,98.89,9383.33,53.0
2026-08-19 17:13:52,ZONE_A,29.33,88.00,1000.23,98.56,9224.17,56.0
2026-08-19 17:13:54,ZONE_A,29.30,88.00,1000.20,98.85,9380.83,54.0
2026-08-19 17:13:56,ZONE_A,29.32,88.00,1000.19,98.88,9493.33,57.0
2026-08-19 17:13:58,ZONE_A,29.29,88.00,1000.20,98.80,9562.50,61.0
2026-08-19 17:14:00,ZONE_A,29.28,88.00,1000.23,98.59,9048.33,60.0
2026-08-19 17:14:02,ZONE_A,29.31,88.00,1000.19,98.89,9374.17,59.0
2026-08-19 17:14:04,ZONE_A,29.35,88.00,1000.24,98.52,9430.83,56.0
2026-08-19 17:14:06,ZONE_A,29.37,88.00,1000.19,98.96,7950.83,61.0
2026-08-19 17:14:08,ZONE_A,29.37,88.00,1000.20,98.89,8123.33,52.0
2026-08-19 17:14:10,ZONE_A,29.39,88.00,1000.21,98.74,9041.67,59.0
2026-08-19 17:14:12,ZONE_A,29.41,88.00,1000.18,98.98,8966.67,61.0
2026-08-19 17:14:14,ZONE_A,29.45,88.00,1000.16,99.18,9037.50,64.0
2026-08-19 17:14:16,ZONE_A,29.47,88.00,1000.20,98.85,9085.83,59.0
2026-08-19 17:14:18,ZONE_A,29.50,88.00,1000.21,98.73,9899.17,61.0
2026-08-19 17:14:20,ZONE_A,29.53,88.00,1000.22,98.71,9365.83,53.0
2026-08-19 17:14:22,ZONE_A,29.55,88.00,1000.19,98.88,8553.33,57.0
2026-08-19 17:14:24,ZONE_A,29.57,88.00,1000.20,98.81,8396.67,59.0
2026-08-19 17:14:26,ZONE_A,29.59,88.00,1000.23,98.55,8345.83,58.0
2026-08-19 17:14:28,ZONE_A,29.61,88.00,1000.20,98.85,8736.67,57.0
2026-08-19 17:14:30,ZONE_A,29.62,88.00,1000.20,98.82,7272.50,60.0
2026-08-19 17:14:32,ZONE_A,29.63,88.00,1000.19,98.89,6799.17,53.0
2026-08-19 17:14:34,ZONE_A,29.62,88.00,1000.17,99.09,6244.17,57.0
2026-08-19 17:14:36,ZONE_A,29.64,88.00,1000.20,98.81,5755.83,54.0
2026-08-19 17:14:38,ZONE_A,29.65,88.00,1000.22,98.79,8304.17,55.0
2026-08-19 17:14:40,ZONE_A,29.64,88.00,1000.20,98.86,6815.00,58.0
2026-08-19 17:14:42,ZONE_A,29.65,88.00,1000.20,98.83,5861.67,60.0
2026-08-19 17:14:44,ZONE_A,29.66,88.00,1000.21,98.75,6250.00,58.0
2026-08-19 17:14:46,ZONE_A,29.64,88.00,1000.22,98.64,5665.00,57.0
2026-08-19 17:14:48,ZONE_A,29.58,88.00,1000.22,98.70,7012.50,65.0
2026-08-19 17:14:50,ZONE_A,29.57,88.00,1000.21,98.75,6196.67,58.0
2026-08-19 17:14:52,ZONE_A,29.57,88.00,1000.20,98.85,5616.67,58.0
2026-08-19 17:14:54,ZONE_A,29.56,88.00,1000.19,98.96,6927.50,58.0
2026-08-19 17:14:56,ZONE_A,29.57,88.00,1000.19,98.93,6880.00,60.0
2026-08-19 17:14:58,ZONE_A,29.58,88.00,1000.20,98.82,6985.83,56.0
2026-08-19 17:15:00,ZONE_A,29.59,88.00,1000.18,98.96,6955.00,56.0
2026-08-19 17:15:02,ZONE_A,29.61,88.00,1000.19,98.91,7240.83,61.0
2026-08-19 17:15:04,ZONE_A,29.63,88.00,1000.19,98.82,7179.17,53.0
2026-08-19 17:15:06,ZONE_A,29.62,88.00,1000.20,98.82,8565.00,50.0
2026-08-19 17:15:08,ZONE_A,29.65,88.00,1000.26,98.33,9580.83,54.0
2026-08-19 17:15:10,ZONE_A,29.64,87.00,1000.21,98.73,8235.00,58.0
2026-08-19 17:15:12,ZONE_A,29.57,87.00,1000.19,98.89,7217.50,54.0
2026-08-19 17:15:14,ZONE_A,29.54,87.00,1000.20,98.86,5817.50,62.0
2026-08-19 17:15:16,ZONE_A,29.54,87.00,1000.17,99.06,6412.50,58.0
2026-08-19 17:15:18,ZONE_A,29.55,87.00,1000.20,98.83,6952.50,59.0
2026-08-19 17:15:20,ZONE_A,29.55,87.00,1000.25,98.43,7767.50,56.0
2026-08-19 17:15:22,ZONE_A,29.54,87.00,1000.21,98.73,7020.00,55.0
2026-08-19 17:15:24,ZONE_A,29.52,87.00,1000.19,98.91,7745.83,55.0
2026-08-19 17:15:26,ZONE_A,29.50,87.00,1000.21,98.78,7848.33,51.0
2026-08-19 17:15:28,ZONE_A,29.47,87.00,1000.24,98.51,8015.00,55.0
2026-08-19 17:15:30,ZONE_A,29.46,87.00,1000.24,98.44,7911.67,53.0
2026-08-19 17:15:32,ZONE_A,29.45,87.00,1000.16,99.13,7852.50,55.0
2026-08-19 17:15:34,ZONE_A,29.45,87.00,1000.23,98.54,7991.67,55.0
2026-08-19 17:15:36,ZONE_A,29.45,87.00,1000.24,98.49,7826.67,55.0
2026-08-19 17:15:38,ZONE_A,29.47,87.00,1000.23,98.54,7710.83,54.0
2026-08-19 17:15:40,ZONE_A,29.48,87.00,1000.26,98.30,7683.33,57.0
2026-08-19 17:15:42,ZONE_A,29.50,87.00,1000.25,98.39,7945.83,48.0
2026-08-19 17:15:44,ZONE_A,29.52,87.00,1000.25,98.44,7355.83,49.0
2026-08-19 17:15:46,ZONE_A,29.53,87.00,1000.25,98.37,7423.33,62.0
2026-08-19 17:15:48,ZONE_A,29.55,87.00,1000.22,98.65,7445.83,52.0
2026-08-19 17:15:50,ZONE_A,29.57,86.00,1000.23,98.60,7611.67,56.0
2026-08-19 17:15:52,ZONE_A,29.59,86.00,1000.21,98.74,7683.33,48.0
2026-08-19 17:15:54,ZONE_A,29.62,86.00,1000.24,98.48,8053.33,61.0
2026-08-19 17:15:56,ZONE_A,29.65,87.00,1000.23,98.58,7845.00,51.0
2026-08-19 17:15:58,ZONE_A,29.68,87.00,1000.21,98.77,7906.67,61.0
2026-08-19 17:16:00,ZONE_A,29.69,87.00,1000.26,98.36,7851.67,58.0
2026-08-19 17:16:02,ZONE_A,29.67,87.00,1000.20,98.82,7902.50,49.0
2026-08-19 17:16:04,ZONE_A,29.68,87.00,1000.23,98.56,7752.50,62.0
2026-08-19 17:16:06,ZONE_A,29.66,87.00,1000.22,98.66,7705.83,51.0
2026-08-19 17:16:08,ZONE_A,29.67,87.00,1000.23,98.61,7557.50,60.0
2026-08-19 17:16:10,ZONE_A,29.65,87.00,1000.22,98.65,7755.00,67.0
2026-08-19 17:16:12,ZONE_A,29.64,87.00,1000.21,98.74,7611.67,53.0
2026-08-19 17:16:14,ZONE_A,29.66,87.00,1000.24,98.53,7685.83,55.0
2026-08-19 17:16:16,ZONE_A,29.64,87.00,1000.27,98.28,7535.00,55.0
2026-08-19 17:16:18,ZONE_A,29.61,87.00,1000.24,98.52,7399.17,61.0
2026-08-19 17:16:20,ZONE_A,29.62,87.00,1000.21,98.73,7420.83,58.0
2026-08-19 17:16:22,ZONE_A,29.63,86.00,1000.22,98.66,7367.50,58.0
2026-08-19 17:16:24,ZONE_A,29.63,87.00,1000.22,98.66,7485.83,58.0
2026-08-19 17:16:26,ZONE_A,29.64,87.00,1000.20,98.83,7388.33,59.0
2026-08-19 17:16:28,ZONE_A,29.62,87.00,1000.20,98.82,8250.83,48.0
2026-08-19 17:16:30,ZONE_A,29.64,87.00,1000.22,98.66,7823.33,39.0
2026-08-19 17:16:32,ZONE_A,29.65,87.00,1000.23,98.60,7661.67,57.0
2026-08-19 17:16:34,ZONE_A,29.69,87.00,1000.20,98.80,7707.50,65.0
2026-08-19 17:16:36,ZONE_A,29.71,87.00,1000.22,98.63,7728.33,61.0
2026-08-19 17:16:38,ZONE_A,29.71,87.00,1000.25,98.38,7954.17,58.0
2026-08-19 17:16:40,ZONE_A,29.70,87.00,1000.24,98.54,7305.83,56.0
2026-08-19 17:16:42,ZONE_A,29.70,87.00,1000.24,98.48,6728.33,59.0
2026-08-19 17:16:44,ZONE_A,29.72,86.00,1000.23,98.59,7529.17,63.0
2026-08-19 17:16:46,ZONE_A,29.74,86.00,1000.26,98.36,7709.17,58.0
